Прізвище,Ім’я,По батькові,Стать,Дата народження,Посада,Місто проживання,Адреса проживання,Телефон,Email
Петрик,Святослав,Васильович,Чоловіча,1979-03-18,Доцент,село Южне,"провулок Скляний 2-й, буд. 1 кв. 06, Миколаїв, 93283",043 315-03-86,holoborodkovasylyna@example.org
Оніщук,Мирослав,Прохорович,Чоловіча,1984-03-18,Кінолог,місто Новоазовськ,"площа Спортивна, буд. 309 кв. 275, Білогірськ, 45324",826-55-55,ydutka@example.com
Воблий,Богуслава,Стефанівна,Жіноча,1957-07-02,Кінорежисер,селище Горохів,"проспект Панаса Мирного, буд. 3, Тиврів, 35371",177-53-17,rchalyi@example.com
Тихий,Михайлина,Георгіївна,Жіноча,2001-04-21,Парфюмер,село Боярка,"проспект Чумацька, буд. 31, Запоріжжя, 37982",+380 75 976 03 83,rkozachenko@example.com
Чміль,Болеслав,Бориславович,Чоловіча,1943-09-11,Реставратор,хутір Марганець ,"парк Хімічний 1-й, буд. 13, Знам'янка, 99760",+380 13 807 14 23,zskorobohatko@example.net
Стус,Кирило,Стефанович,Чоловіча,1949-01-16,Стоматолог,хутір Мена ,"провулок Єлісаветинська, буд. 988, Старий Самбір, 65068",+380 26 885-30-21,erika73@example.net
Копитко,Лариса,Леонтіївна,Жіноча,1993-08-04,Медик,місто Новий Розділ,"парк Хаджибейська дорога, буд. 1 кв. 97, Біла Церква, 83686",+380 47 878-22-56,opanasshevchenko@example.net
Опанасенко,Лілія,Максимівна,Жіноча,2000-08-11,Продюсер,хутір Канів,"площа Манежний, буд. 5 кв. 6, Чугуїв, 55815",+380 (20) 224-61-93,gdakhno@example.org
Бевзенко,Дарина,Данилівна,Жіноча,1963-03-08,Мінералог,місто Мирноград,"шосе Сільська, буд. 832 кв. 533, Городок, 47117",+380 08 287 02 52,ievdokymenkoanton@example.net
Безбородько,Лілія,Омелянівна,Жіноча,2006-05-09,Різноробочий,село Олевськ,"парк Авдєєва-Чорноморського, буд. 5, Новоазовськ, 53029",033 218 52 30,iustyna71@example.net
Лазаренко,Аарон,Станіславович,Чоловіча,1981-03-04,Юрист,хутір Докучаєвськ,"узвіз Молодіжна, буд. 75, Чернівці, 71847",201-01-16,kamillafastenko@example.net
Єрченко,Соломія,Борисівна,Жіноча,1999-09-07,Круп'є,місто Берегове,"вулиця Мічуріна, буд. 623, Теребовля, 86624",+380 37 684-48-76,ievasomko@example.com
Рудик,Венедикт,Адамович,Чоловіча,1957-01-18,Швачка,село Нова Одеса,"набережна Академіка Корольова, буд. 243, Щолкіне, 84428",+380 14 707 19 29,jmalyshko@example.org
Баранець,Леонід,Болеславович,Чоловіча,2006-03-13,Зоолог,село Луганськ,"провулок Академіка Вільямса, буд. 78 кв. 7, Сокаль, 68124",007 231-37-38,vdovychenkoielysei@example.com
Фастенко,Михайлина,Зорянівна,Жіноча,1965-11-30,Головний меркшейдер,селище Лубни,"площа Дунаєва, буд. 6, Дубровиця, 81172",+380 (20) 118-36-66,gbatiuk@example.com
Байда,Адам,Гордійович,Чоловіча,1955-12-13,Художник,селище Хирів,"проспект 15-та Лінія 6-й ст. Люстдорфської дороги, буд. 217 кв. 063, Бровари, 40715",+380 02 373 44 51,vitalii74@example.net
Артюх,Гліб,Прохорович,Чоловіча,1998-12-03,Дипломат,місто Новоукраїнка,"сквер 4-та Лінія 6-й ст. Люстдорфської дороги, буд. 7, Тульчин, 21835",+380 15 966 10 57,mykhailyna36@example.com
Іванченко,Алла,Валентинівна,Жіноча,2000-12-12,Євнух,село Лиман ,"узвіз Черепанових, буд. 275 кв. 425, Соснівка , 98282",065 917-75-09,geretakamilla@example.com
Шамрай,Болеслав,Леонідович,Чоловіча,1982-06-21,Антрополог,місто Сніжне,"шосе Удільний, буд. 3, Амвросіївка, 75147",214-65-50,rubanivan@example.com
Худяк,Марина,Болеславівна,Жіноча,1980-06-28,Кіноактор,селище Генічеськ,"площа Мигдальна, буд. 49, Ніжин, 05201",051 786 59 63,bashpolchenkoandrii@example.com
Єсипенко,Теодор,Макарович,Чоловіча,1975-03-23,Няня,село Дубляни,"сквер Осипова, буд. 969 кв. 820, Радивилів, 37239",+380 05 736-12-33,bvernyhora@example.net
Салій,Ярина,Леопольдівна,Жіноча,1977-04-15,Музикознавець,село Калуш,"вулиця Єліна, буд. 2, Берегове, 54995",051 611-22-00,ieva78@example.org
Давиденко,Ольга,Павлівна,Жіноча,2000-04-11,Випробувач,хутір Біла Церква,"провулок Старокінний, буд. 16 кв. 66, Дебальцеве, 99021",+380 82 836 32 87,borys90@example.com
Адаменко,Данило,Яковович,Чоловіча,2004-05-15,Головний меркшейдер,хутір Брянка,"парк Свободи, буд. 785, Бар, 52520",375-44-35,cmakarenko@example.org
Лукаш,Станіслав,Устимович,Чоловіча,1943-02-07,Співак,селище Судова Вишня,"проспект Молодіжна, буд. 239 кв. 692, Кремінна, 87755",+380 19 536 38 69,tiemets@example.net
Валенко,Григорій,Демʼянович,Чоловіча,1977-12-28,Інженер,хутір Прип'ять ,"шосе Героїв прикордонників, буд. 45, Лисичанськ, 06484",+380 (32) 094-58-19,oryna65@example.net
Сомко,Святослава,Миколаївна,Жіноча,1986-04-06,Гірничий інженер,село Щолкіне,"узвіз Балтський 4-й, буд. 04, Горлівка, 20594",+380 40 241 72 00,batiukbohodar@example.org
Павличенко,Орхип,Болеславович,Чоловіча,1996-01-24,Золотар,селище Молодогвардійськ,"провулок Шкіперська, буд. 4, Винники, 19865",+380 55 848-17-66,panas90@example.org
Цюпа,Леонід,Зиновійович,Чоловіча,1977-03-04,Астрофізик,село Люботин,"шосе Крутоярська, буд. 316 кв. 41, Федорівка, 61255",064 983 84 67,onufriienkohryhorii@example.org
Павлик,Ірена,Марківна,Жіноча,1944-06-28,Літературознавець,місто Нововолинськ,"узвіз Бреуса, буд. 53, Сколе, 86470",+380 47 979-46-19,rsheremet@example.org
Гаєвський,Орест,Романович,Чоловіча,1962-07-24,Диригент,селище Чортків,"шосе Митракова, буд. 016, Краматорськ, 33502",+380 11 341 52 89,bazylevychadam@example.org
Артеменко,Єва,Данівна,Жіноча,1979-09-03,Бізнесмен,хутір Лисичанськ,"узвіз Шевченка парк, буд. 35 кв. 580, Ровеньки, 11402",+380 11 584 52 12,khres@example.net
Рябченко,Галина,Микитівна,Жіноча,1984-12-16,Ґрунтознавець,село Корець,"сквер Лінія 48-ма, буд. 68, Березань , 07501",+380 (28) 191-01-23,valenkoieva@example.org
Шинкаренко,Ярослава,Леонтіївна,Жіноча,1997-07-29,Бізнесмен,хутір Нікополь,"вулиця Лінія 50-та, буд. 465, Білицьке, 38084",+380 19 822-61-54,khomykmykhailo@example.net
Матвієнко,Данна,Богодарівна,Жіноча,1959-04-02,Астроном,хутір Жмеринка,"проспект Роздольна, буд. 655 кв. 6, Батурин, 96559",076 854-29-93,udanyliuk@example.org
Авдєєнко,Анастасія,Святославівна,Жіноча,1981-11-10,Біолог,село Дунаївці,"парк Кипарисний 2-й, буд. 058 кв. 51, Першотравенськ, 87606",068 033-17-95,anitachumak@example.com
Саченко,Віталій,Едуардович,Чоловіча,1951-04-27,Промисловець,місто Хуст,"площа Олександра Вронського, буд. 1, Корсунь-Шевченківський, 21477",+380 58 429-54-77,iashchenkoveniiamyn@example.net
Шило,Богуслав,Вʼячеславович,Чоловіча,1988-11-10,Різноробочий,місто Бориспіль,"парк Тупиковий 1-й, буд. 999 кв. 6, Маріуполь, 49432",096 240 00 18,oryna25@example.com
Асаула,Георгій,Стефанович,Чоловіча,1968-03-14,Піаніст,хутір Гірник ,"проспект Онезька, буд. 067, Бориспіль, 14279",955 93 36,vfareniuk@example.com
